image_path,json_path,image_type,primary_issue,issues,issue_scores,severity,noise_type,noise_level,blur_sigma,rotation_deg,translation_x,translation_y,exposure_factor,background_gradient_strength,contrast,snr_estimate,saturation_ratio,center_offset_x,center_offset_y,fringe_visibility,quality_score,suggestion_label
images/00010_circular_aperture_rotation_tilt.png,metadata/00010_circular_aperture_rotation_tilt.json,circular_aperture,rotation_tilt,"[""rotation_tilt""]","{""over_exposure"": 0.0, ""under_exposure"": 0.0, ""gaussian_noise"": 0.0, ""poisson_noise"": 0.0, ""dark_noise"": 0.0, ""background_gradient"": 0.0, ""blur_defocus"": 0.0, ""misalignment"": 0.0, ""rotation_tilt"": 0.7933980033904354, ""cropping_incomplete"": 0.0, ""low_contrast"": 0.0}",high,none,0.0,0.0,13.107572047466096,0.0,0.0,1.0,0.0,0.9999989676124038,2.857577846096041,0.00323486328125,0.056604342771635174,0.03851443692134637,0.2783906142153224,0.5636310981352605,level_aperture_camera
images/00011_double_circular_aperture_poisson_noise.png,metadata/00011_double_circular_aperture_poisson_noise.json,double_circular_aperture,poisson_noise,"[""poisson_noise""]","{""over_exposure"": 0.0, ""under_exposure"": 0.0, ""gaussian_noise"": 0.0, ""poisson_noise"": 0.5824957702126141, ""dark_noise"": 0.0, ""background_gradient"": 0.0, ""blur_defocus"": 0.0, ""misalignment"": 0.0, ""rotation_tilt"": 0.0, ""cropping_incomplete"": 0.0, ""low_contrast"": 0.0}",medium,poisson_noise,0.5824957702126141,0.0,0.0,0.0,0.0,1.0,0.0,0.7221028126818417,3.9383993027025213,0.03411865234375,-0.03903839802745068,-0.06685000081021997,0.3781485708827152,0.6796273263830622,increase_photon_budget
images/00012_single_slit_rotation_tilt.png,metadata/00012_single_slit_rotation_tilt.json,single_slit,rotation_tilt,"[""misalignment"", ""rotation_tilt""]","{""over_exposure"": 0.0, ""under_exposure"": 0.0, ""gaussian_noise"": 0.0, ""poisson_noise"": 0.0, ""dark_noise"": 0.0, ""background_gradient"": 0.0, ""blur_defocus"": 0.0, ""misalignment"": 0.4691590548430744, ""rotation_tilt"": 0.9282841436891943, ""cropping_incomplete"": 0.0, ""low_contrast"": 0.0}",high,none,0.0,0.0,-14.99597801164872,12.57953106435037,7.50739901717805,1.0,0.0,0.9999986147723012,0.10458249381913298,0.000244140625,8.248426804398605,7.2451486113981645,0.9999957832599169,0.48944372097094313,level_aperture_camera
images/00013_double_slit_cropping_incomplete.png,metadata/00013_double_slit_cropping_incomplete.json,double_slit,cropping_incomplete,"[""cropping_incomplete""]","{""over_exposure"": 0.0, ""under_exposure"": 0.0, ""gaussian_noise"": 0.0, ""poisson_noise"": 0.0, ""dark_noise"": 0.0, ""background_gradient"": 0.0, ""blur_defocus"": 0.0, ""misalignment"": 0.0, ""rotation_tilt"": 0.0, ""cropping_incomplete"": 0.541554130547416, ""low_contrast"": 0.0}",medium,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9999988248861857,0.09871296782116092,0.00018310546875,-0.0692048961823204,0.5617092378461592,0.13664836652319667,0.7021452281989211,recenter_and_reframe
images/00014_triple_slit_under_exposure.png,metadata/00014_triple_slit_under_exposure.json,triple_slit,under_exposure,"[""under_exposure""]","{""over_exposure"": 0.0, ""under_exposure"": 0.7598890342667589, ""gaussian_noise"": 0.0, ""poisson_noise"": 0.0, ""dark_noise"": 0.0, ""background_gradient"": 0.0, ""blur_defocus"": 0.0, ""misalignment"": 0.0, ""rotation_tilt"": 0.0, ""cropping_incomplete"": 0.0, ""low_contrast"": 0.0}",high,none,0.0,0.0,0.0,0.0,0.0,0.407286553271928,0.0,0.9999972789274072,0.08827749688876436,0.0,0.03538596357975621,0.5000035118410295,0.1692462367741258,0.5820610311532826,increase_exposure
images/00015_rectangle_aperture_background_gradient.png,metadata/00015_rectangle_aperture_background_gradient.json,rectangle_aperture,background_gradient,"[""under_exposure"", ""background_gradient""]","{""over_exposure"": 0.0, ""under_exposure"": 0.5066769322661612, ""gaussian_noise"": 0.0, ""poisson_noise"": 0.0, ""dark_noise"": 0.0, ""background_gradient"": 0.6838700009852612, ""blur_defocus"": 0.0, ""misalignment"": 0.0, ""rotation_tilt"": 0.0, ""cropping_incomplete"": 0.0, ""low_contrast"": 0.0}",medium,none,0.0,0.0,0.0,0.0,0.0,0.6047919928323943,0.6838700009852612,0.8188830972319548,3.4646165752785816,0.0,-2.0494578998867254,2.21766485665988,0.4004324467045569,0.6238714994581063,shield_background_light
images/00016_circular_aperture_poisson_noise.png,metadata/00016_circular_aperture_poisson_noise.json,circular_aperture,poisson_noise,"[""gaussian_noise"", ""poisson_noise""]","{""over_exposure"": 0.0, ""under_exposure"": 0.0, ""gaussian_noise"": 0.5743453030375028, ""poisson_noise"": 0.6781701106757259, ""dark_noise"": 0.0, ""background_gradient"": 0.0, ""blur_defocus"": 0.0, ""misalignment"": 0.0, ""rotation_tilt"": 0.0, ""cropping_incomplete"": 0.0, ""low_contrast"": 0.0}",medium,poisson_noise,0.6781701106757259,0.0,0.0,0.0,0.0,1.0,0.0,0.5766351534217391,4.431915969450642,0.065673828125,0.03729817557591275,0.10259042685689934,0.2332421471543102,0.6270064391283507,increase_photon_budget
images/00017_double_circular_aperture_gaussian_noise.png,metadata/00017_double_circular_aperture_gaussian_noise.json,double_circular_aperture,gaussian_noise,"[""gaussian_noise""]","{""over_exposure"": 0.0, ""under_exposure"": 0.0, ""gaussian_noise"": 0.8242999715953325, ""poisson_noise"": 0.0, ""dark_noise"": 0.0, ""background_gradient"": 0.0, ""blur_defocus"": 0.0, ""misalignment"": 0.0, ""rotation_tilt"": 0.0, ""cropping_incomplete"": 0.0, ""low_contrast"": 0.0}",high,gaussian_noise,0.8242999715953325,0.0,0.0,0.0,0.0,1.0,0.0,0.5896710571888505,5.073564449662868,0.03216552734375,0.10925529243897358,0.03680360310370645,0.23263372591579345,0.546635015622567,improve_signal_average
images/00018_single_slit_dark_noise.png,metadata/00018_single_slit_dark_noise.json,single_slit,dark_noise,"[""dark_noise"", ""blur_defocus"", ""misalignment""]","{""over_exposure"": 0.0, ""under_exposure"": 0.0, ""gaussian_noise"": 0.0, ""poisson_noise"": 0.0, ""dark_noise"": 0.6214496727930714, ""background_gradient"": 0.0, ""blur_defocus"": 0.3915718241607312, ""misalignment"": 0.25331526368189394, ""rotation_tilt"": 0.0, ""cropping_incomplete"": 0.0, ""low_contrast"": 0.0}",medium,dark_noise,0.6214496727930714,1.4072439252339741,0.0,6.594027442834935,7.081751415674909,1.0,0.0,0.9993803747094769,0.43068445248977755,0.0,0.44314809335052985,2.19449455980228,0.9154257260422733,0.6582026799638108,capture_dark_frame
images/00019_double_slit_blur_defocus.png,metadata/00019_double_slit_blur_defocus.json,double_slit,blur_defocus,"[""blur_defocus"", ""low_contrast""]","{""over_exposure"": 0.0, ""under_exposure"": 0.0, ""gaussian_noise"": 0.0, ""poisson_noise"": 0.0, ""dark_noise"": 0.0, ""background_gradient"": 0.0, ""blur_defocus"": 0.9373208370124172, ""misalignment"": 0.0, ""rotation_tilt"": 0.0, ""cropping_incomplete"": 0.0, ""low_contrast"": 0.5275286127667046}",high,none,0.0,2.8807662599335266,0.0,0.0,0.0,1.0,0.0,0.9999865791280327,0.29564263644366784,0.0,-0.008073237784920195,0.5000042999525931,0.12883332234000563,0.4844735396431705,refocus_system
